sample_id,question_id,main_question,spoken_wording,speaker_profile,requested_region_profile,voice_note,condition,expected_topic_hint,expected_answer,sample_rate_hz,channels,file
65,174,What is the difference between an agent and a workflow?,What is the difference between an agent and a workflow,jordanian_synthetic,jordanian,offline synthetic approximation; not an authentic human national accent,poor_call,"program defines the path, model chooses next tool, rag is usually a workflow, auditability, open ended request, wrap agent in a workflow","A workflow is a path my program defines: this step, then that step. It can still call an LLM. An agent lets the model pick the next tool from what it just saw. RAG retrieve-then-generate is a workflow unless the model starts choosing tools.",16000,1,audio/Q174_jordanian_synthetic_poor_call.wav
66,174,What is the difference between an agent and a workflow?,What is the difference between an agent and a workflow,jordanian_synthetic,jordanian,offline synthetic approximation; not an authentic human national accent,combined,"program defines the path, model chooses next tool, rag is usually a workflow, auditability, open ended request, wrap agent in a workflow","A workflow is a path my program defines: this step, then that step. It can still call an LLM. An agent lets the model pick the next tool from what it just saw. RAG retrieve-then-generate is a workflow unless the model starts choosing tools.",16000,1,audio/Q174_jordanian_synthetic_combined.wav
67,174,What is the difference between an agent and a workflow?,Agent versus workflow,kuwaiti_synthetic,kuwaiti,offline synthetic approximation; not an authentic human national accent,clean,"program defines the path, model chooses next tool, rag is usually a workflow, auditability, open ended request, wrap agent in a workflow","A workflow is a path my program defines: this step, then that step. It can still call an LLM. An agent lets the model pick the next tool from what it just saw. RAG retrieve-then-generate is a workflow unless the model starts choosing tools.",16000,1,audio/Q174_kuwaiti_synthetic_clean.wav
68,174,What is the difference between an agent and a workflow?,Agent versus workflow,kuwaiti_synthetic,kuwaiti,offline synthetic approximation; not an authentic human national accent,fast,"program defines the path, model chooses next tool, rag is usually a workflow, auditability, open ended request, wrap agent in a workflow","A workflow is a path my program defines: this step, then that step. It can still call an LLM. An agent lets the model pick the next tool from what it just saw. RAG retrieve-then-generate is a workflow unless the model starts choosing tools.",16000,1,audio/Q174_kuwaiti_synthetic_fast.wav
69,174,What is the difference between an agent and a workflow?,Agent versus workflow,kuwaiti_synthetic,kuwaiti,offline synthetic approximation; not an authentic human national accent,office_noise,"program defines the path, model chooses next tool, rag is usually a workflow, auditability, open ended request, wrap agent in a workflow","A workflow is a path my program defines: this step, then that step. It can still call an LLM. An agent lets the model pick the next tool from what it just saw. RAG retrieve-then-generate is a workflow unless the model starts choosing tools.",16000,1,audio/Q174_kuwaiti_synthetic_office_noise.wav
70,174,What is the difference between an agent and a workflow?,Agent versus workflow,kuwaiti_synthetic,kuwaiti,offline synthetic approximation; not an authentic human national accent,far,"program defines the path, model chooses next tool, rag is usually a workflow, auditability, open ended request, wrap agent in a workflow","A workflow is a path my program defines: this step, then that step. It can still call an LLM. An agent lets the model pick the next tool from what it just saw. RAG retrieve-then-generate is a workflow unless the model starts choosing tools.",16000,1,audio/Q174_kuwaiti_synthetic_far.wav
71,174,What is the difference between an agent and a workflow?,Agent versus workflow,kuwaiti_synthetic,kuwaiti,offline synthetic approximation; not an authentic human national accent,poor_call,"program defines the path, model chooses next tool, rag is usually a workflow, auditability, open ended request, wrap agent in a workflow","A workflow is a path my program defines: this step, then that step. It can still call an LLM. An agent lets the model pick the next tool from what it just saw. RAG retrieve-then-generate is a workflow unless the model starts choosing tools.",16000,1,audio/Q174_kuwaiti_synthetic_poor_call.wav
72,174,What is the difference between an agent and a workflow?,Agent versus workflow,kuwaiti_synthetic,kuwaiti,offline synthetic approximation; not an authentic human national accent,combined,"program defines the path, model chooses next tool, rag is usually a workflow, auditability, open ended request, wrap agent in a workflow","A workflow is a path my program defines: this step, then that step. It can still call an LLM. An agent lets the model pick the next tool from what it just saw. RAG retrieve-then-generate is a workflow unless the model starts choosing tools.",16000,1,audio/Q174_kuwaiti_synthetic_combined.wav
73,175,What is an agent orchestrator?,What is an agent orchestrator?,indian_synthetic,indian,offline synthetic approximation; not an authentic human national accent,clean,"who runs in what order, success and failure paths, router or supervisor, state checkpoints, python not langgraph prod, do not split without need","The orchestrator is the control plane: who runs, in what order, what data they get, and what happens on failure. It is not a model name. A router picks one path. A supervisor delegates and merges. Extra agents add delay, so I only split when the job truly needs it.",16000,1,audio/Q175_indian_synthetic_clean.wav
74,175,What is an agent orchestrator?,What is an agent orchestrator?,indian_synthetic,indian,offline synthetic approximation; not an authentic human national accent,fast,"who runs in what order, success and failure paths, router or supervisor, state checkpoints, python not langgraph prod, do not split without need","The orchestrator is the control plane: who runs, in what order, what data they get, and what happens on failure. It is not a model name. A router picks one path. A supervisor delegates and merges. Extra agents add delay, so I only split when the job truly needs it.",16000,1,audio/Q175_indian_synthetic_fast.wav
75,175,What is an agent orchestrator?,What is an agent orchestrator?,indian_synthetic,indian,offline synthetic approximation; not an authentic human national accent,office_noise,"who runs in what order, success and failure paths, router or supervisor, state checkpoints, python not langgraph prod, do not split without need","The orchestrator is the control plane: who runs, in what order, what data they get, and what happens on failure. It is not a model name. A router picks one path. A supervisor delegates and merges. Extra agents add delay, so I only split when the job truly needs it.",16000,1,audio/Q175_indian_synthetic_office_noise.wav
76,175,What is an agent orchestrator?,What is an agent orchestrator?,indian_synthetic,indian,offline synthetic approximation; not an authentic human national accent,far,"who runs in what order, success and failure paths, router or supervisor, state checkpoints, python not langgraph prod, do not split without need","The orchestrator is the control plane: who runs, in what order, what data they get, and what happens on failure. It is not a model name. A router picks one path. A supervisor delegates and merges. Extra agents add delay, so I only split when the job truly needs it.",16000,1,audio/Q175_indian_synthetic_far.wav
77,175,What is an agent orchestrator?,What is an agent orchestrator?,indian_synthetic,indian,offline synthetic approximation; not an authentic human national accent,poor_call,"who runs in what order, success and failure paths, router or supervisor, state checkpoints, python not langgraph prod, do not split without need","The orchestrator is the control plane: who runs, in what order, what data they get, and what happens on failure. It is not a model name. A router picks one path. A supervisor delegates and merges. Extra agents add delay, so I only split when the job truly needs it.",16000,1,audio/Q175_indian_synthetic_poor_call.wav
78,175,What is an agent orchestrator?,What is an agent orchestrator?,indian_synthetic,indian,offline synthetic approximation; not an authentic human national accent,combined,"who runs in what order, success and failure paths, router or supervisor, state checkpoints, python not langgraph prod, do not split without need","The orchestrator is the control plane: who runs, in what order, what data they get, and what happens on failure. It is not a model name. A router picks one path. A supervisor delegates and merges. Extra agents add delay, so I only split when the job truly needs it.",16000,1,audio/Q175_indian_synthetic_combined.wav
79,175,What is an agent orchestrator?,What is an agent orchestrator,jordanian_synthetic,jordanian,offline synthetic approximation; not an authentic human national accent,clean,"who runs in what order, success and failure paths, router or supervisor, state checkpoints, python not langgraph prod, do not split without need","The orchestrator is the control plane: who runs, in what order, what data they get, and what happens on failure. It is not a model name. A router picks one path. A supervisor delegates and merges. Extra agents add delay, so I only split when the job truly needs it.",16000,1,audio/Q175_jordanian_synthetic_clean.wav
80,175,What is an agent orchestrator?,What is an agent orchestrator,jordanian_synthetic,jordanian,offline synthetic approximation; not an authentic human national accent,fast,"who runs in what order, success and failure paths, router or supervisor, state checkpoints, python not langgraph prod, do not split without need","The orchestrator is the control plane: who runs, in what order, what data they get, and what happens on failure. It is not a model name. A router picks one path. A supervisor delegates and merges. Extra agents add delay, so I only split when the job truly needs it.",16000,1,audio/Q175_jordanian_synthetic_fast.wav
81,175,What is an agent orchestrator?,What is an agent orchestrator,jordanian_synthetic,jordanian,offline synthetic approximation; not an authentic human national accent,office_noise,"who runs in what order, success and failure paths, router or supervisor, state checkpoints, python not langgraph prod, do not split without need","The orchestrator is the control plane: who runs, in what order, what data they get, and what happens on failure. It is not a model name. A router picks one path. A supervisor delegates and merges. Extra agents add delay, so I only split when the job truly needs it.",16000,1,audio/Q175_jordanian_synthetic_office_noise.wav
82,175,What is an agent orchestrator?,What is an agent orchestrator,jordanian_synthetic,jordanian,offline synthetic approximation; not an authentic human national accent,far,"who runs in what order, success and failure paths, router or supervisor, state checkpoints, python not langgraph prod, do not split without need","The orchestrator is the control plane: who runs, in what order, what data they get, and what happens on failure. It is not a model name. A router picks one path. A supervisor delegates and merges. Extra agents add delay, so I only split when the job truly needs it.",16000,1,audio/Q175_jordanian_synthetic_far.wav
83,175,What is an agent orchestrator?,What is an agent orchestrator,jordanian_synthetic,jordanian,offline synthetic approximation; not an authentic human national accent,poor_call,"who runs in what order, success and failure paths, router or supervisor, state checkpoints, python not langgraph prod, do not split without need","The orchestrator is the control plane: who runs, in what order, what data they get, and what happens on failure. It is not a model name. A router picks one path. A supervisor delegates and merges. Extra agents add delay, so I only split when the job truly needs it.",16000,1,audio/Q175_jordanian_synthetic_poor_call.wav
84,175,What is an agent orchestrator?,What is an agent orchestrator,jordanian_synthetic,jordanian,offline synthetic approximation; not an authentic human national accent,combined,"who runs in what order, success and failure paths, router or supervisor, state checkpoints, python not langgraph prod, do not split without need","The orchestrator is the control plane: who runs, in what order, what data they get, and what happens on failure. It is not a model name. A router picks one path. A supervisor delegates and merges. Extra agents add delay, so I only split when the job truly needs it.",16000,1,audio/Q175_jordanian_synthetic_combined.wav
85,175,What is an agent orchestrator?,What is agent orchestration,kuwaiti_synthetic,kuwaiti,offline synthetic approximation; not an authentic human national accent,clean,"who runs in what order, success and failure paths, router or supervisor, state checkpoints, python not langgraph prod, do not split without need","The orchestrator is the control plane: who runs, in what order, what data they get, and what happens on failure. It is not a model name. A router picks one path. A supervisor delegates and merges. Extra agents add delay, so I only split when the job truly needs it.",16000,1,audio/Q175_kuwaiti_synthetic_clean.wav
86,175,What is an agent orchestrator?,What is agent orchestration,kuwaiti_synthetic,kuwaiti,offline synthetic approximation; not an authentic human national accent,fast,"who runs in what order, success and failure paths, router or supervisor, state checkpoints, python not langgraph prod, do not split without need","The orchestrator is the control plane: who runs, in what order, what data they get, and what happens on failure. It is not a model name. A router picks one path. A supervisor delegates and merges. Extra agents add delay, so I only split when the job truly needs it.",16000,1,audio/Q175_kuwaiti_synthetic_fast.wav
87,175,What is an agent orchestrator?,What is agent orchestration,kuwaiti_synthetic,kuwaiti,offline synthetic approximation; not an authentic human national accent,office_noise,"who runs in what order, success and failure paths, router or supervisor, state checkpoints, python not langgraph prod, do not split without need","The orchestrator is the control plane: who runs, in what order, what data they get, and what happens on failure. It is not a model name. A router picks one path. A supervisor delegates and merges. Extra agents add delay, so I only split when the job truly needs it.",16000,1,audio/Q175_kuwaiti_synthetic_office_noise.wav
88,175,What is an agent orchestrator?,What is agent orchestration,kuwaiti_synthetic,kuwaiti,offline synthetic approximation; not an authentic human national accent,far,"who runs in what order, success and failure paths, router or supervisor, state checkpoints, python not langgraph prod, do not split without need","The orchestrator is the control plane: who runs, in what order, what data they get, and what happens on failure. It is not a model name. A router picks one path. A supervisor delegates and merges. Extra agents add delay, so I only split when the job truly needs it.",16000,1,audio/Q175_kuwaiti_synthetic_far.wav
89,175,What is an agent orchestrator?,What is agent orchestration,kuwaiti_synthetic,kuwaiti,offline synthetic approximation; not an authentic human national accent,poor_call,"who runs in what order, success and failure paths, router or supervisor, state checkpoints, python not langgraph prod, do not split without need","The orchestrator is the control plane: who runs, in what order, what data they get, and what happens on failure. It is not a model name. A router picks one path. A supervisor delegates and merges. Extra agents add delay, so I only split when the job truly needs it.",16000,1,audio/Q175_kuwaiti_synthetic_poor_call.wav
90,175,What is an agent orchestrator?,What is agent orchestration,kuwaiti_synthetic,kuwaiti,offline synthetic approximation; not an authentic human national accent,combined,"who runs in what order, success and failure paths, router or supervisor, state checkpoints, python not langgraph prod, do not split without need","The orchestrator is the control plane: who runs, in what order, what data they get, and what happens on failure. It is not a model name. A router picks one path. A supervisor delegates and merges. Extra agents add delay, so I only split when the job truly needs it.",16000,1,audio/Q175_kuwaiti_synthetic_combined.wav
91,178,What is the difference between LangChain and LangGraph?,What is the difference between LangChain and LangGraph?,indian_synthetic,indian,offline synthetic approximation; not an authentic human national accent,clean,"langchain toolkit, langgraph state graph, loops and human pause, checkpoints, poc langchain, not langgraph in production","LangChain is the toolkit: models, prompts, retrievers, tools. LangGraph is a state graph on top: nodes, edges, checkpoints, and a human interrupt. A straight retrieve-then-generate path does not need it. Loops, retries, and a pause do. I used LangChain in a proof of concept. I have not used LangGraph in production.",16000,1,audio/Q178_indian_synthetic_clean.wav
92,178,What is the difference between LangChain and LangGraph?,What is the difference between LangChain and LangGraph?,indian_synthetic,indian,offline synthetic approximation; not an authentic human national accent,fast,"langchain toolkit, langgraph state graph, loops and human pause, checkpoints, poc langchain, not langgraph in production","LangChain is the toolkit: models, prompts, retrievers, tools. LangGraph is a state graph on top: nodes, edges, checkpoints, and a human interrupt. A straight retrieve-then-generate path does not need it. Loops, retries, and a pause do. I used LangChain in a proof of concept. I have not used LangGraph in production.",16000,1,audio/Q178_indian_synthetic_fast.wav
93,178,What is the difference between LangChain and LangGraph?,What is the difference between LangChain and LangGraph?,indian_synthetic,indian,offline synthetic approximation; not an authentic human national accent,office_noise,"langchain toolkit, langgraph state graph, loops and human pause, checkpoints, poc langchain, not langgraph in production","LangChain is the toolkit: models, prompts, retrievers, tools. LangGraph is a state graph on top: nodes, edges, checkpoints, and a human interrupt. A straight retrieve-then-generate path does not need it. Loops, retries, and a pause do. I used LangChain in a proof of concept. I have not used LangGraph in production.",16000,1,audio/Q178_indian_synthetic_office_noise.wav
94,178,What is the difference between LangChain and LangGraph?,What is the difference between LangChain and LangGraph?,indian_synthetic,indian,offline synthetic approximation; not an authentic human national accent,far,"langchain toolkit, langgraph state graph, loops and human pause, checkpoints, poc langchain, not langgraph in production","LangChain is the toolkit: models, prompts, retrievers, tools. LangGraph is a state graph on top: nodes, edges, checkpoints, and a human interrupt. A straight retrieve-then-generate path does not need it. Loops, retries, and a pause do. I used LangChain in a proof of concept. I have not used LangGraph in production.",16000,1,audio/Q178_indian_synthetic_far.wav
95,178,What is the difference between LangChain and LangGraph?,What is the difference between LangChain and LangGraph?,indian_synthetic,indian,offline synthetic approximation; not an authentic human national accent,poor_call,"langchain toolkit, langgraph state graph, loops and human pause, checkpoints, poc langchain, not langgraph in production","LangChain is the toolkit: models, prompts, retrievers, tools. LangGraph is a state graph on top: nodes, edges, checkpoints, and a human interrupt. A straight retrieve-then-generate path does not need it. Loops, retries, and a pause do. I used LangChain in a proof of concept. I have not used LangGraph in production.",16000,1,audio/Q178_indian_synthetic_poor_call.wav
96,178,What is the difference between LangChain and LangGraph?,What is the difference between LangChain and LangGraph?,indian_synthetic,indian,offline synthetic approximation; not an authentic human national accent,combined,"langchain toolkit, langgraph state graph, loops and human pause, checkpoints, poc langchain, not langgraph in production","LangChain is the toolkit: models, prompts, retrievers, tools. LangGraph is a state graph on top: nodes, edges, checkpoints, and a human interrupt. A straight retrieve-then-generate path does not need it. Loops, retries, and a pause do. I used LangChain in a proof of concept. I have not used LangGraph in production.",16000,1,audio/Q178_indian_synthetic_combined.wav
97,178,What is the difference between LangChain and LangGraph?,Why langgraph and not langchain,jordanian_synthetic,jordanian,offline synthetic approximation; not an authentic human national accent,clean,"langchain toolkit, langgraph state graph, loops and human pause, checkpoints, poc langchain, not langgraph in production","LangChain is the toolkit: models, prompts, retrievers, tools. LangGraph is a state graph on top: nodes, edges, checkpoints, and a human interrupt. A straight retrieve-then-generate path does not need it. Loops, retries, and a pause do. I used LangChain in a proof of concept. I have not used LangGraph in production.",16000,1,audio/Q178_jordanian_synthetic_clean.wav
98,178,What is the difference between LangChain and LangGraph?,Why langgraph and not langchain,jordanian_synthetic,jordanian,offline synthetic approximation; not an authentic human national accent,fast,"langchain toolkit, langgraph state graph, loops and human pause, checkpoints, poc langchain, not langgraph in production","LangChain is the toolkit: models, prompts, retrievers, tools. LangGraph is a state graph on top: nodes, edges, checkpoints, and a human interrupt. A straight retrieve-then-generate path does not need it. Loops, retries, and a pause do. I used LangChain in a proof of concept. I have not used LangGraph in production.",16000,1,audio/Q178_jordanian_synthetic_fast.wav
99,178,What is the difference between LangChain and LangGraph?,Why langgraph and not langchain,jordanian_synthetic,jordanian,offline synthetic approximation; not an authentic human national accent,office_noise,"langchain toolkit, langgraph state graph, loops and human pause, checkpoints, poc langchain, not langgraph in production","LangChain is the toolkit: models, prompts, retrievers, tools. LangGraph is a state graph on top: nodes, edges, checkpoints, and a human interrupt. A straight retrieve-then-generate path does not need it. Loops, retries, and a pause do. I used LangChain in a proof of concept. I have not used LangGraph in production.",16000,1,audio/Q178_jordanian_synthetic_office_noise.wav
100,178,What is the difference between LangChain and LangGraph?,Why langgraph and not langchain,jordanian_synthetic,jordanian,offline synthetic approximation; not an authentic human national accent,far,"langchain toolkit, langgraph state graph, loops and human pause, checkpoints, poc langchain, not langgraph in production","LangChain is the toolkit: models, prompts, retrievers, tools. LangGraph is a state graph on top: nodes, edges, checkpoints, and a human interrupt. A straight retrieve-then-generate path does not need it. Loops, retries, and a pause do. I used LangChain in a proof of concept. I have not used LangGraph in production.",16000,1,audio/Q178_jordanian_synthetic_far.wav
101,178,What is the difference between LangChain and LangGraph?,Why langgraph and not langchain,jordanian_synthetic,jordanian,offline synthetic approximation; not an authentic human national accent,poor_call,"langchain toolkit, langgraph state graph, loops and human pause, checkpoints, poc langchain, not langgraph in production","LangChain is the toolkit: models, prompts, retrievers, tools. LangGraph is a state graph on top: nodes, edges, checkpoints, and a human interrupt. A straight retrieve-then-generate path does not need it. Loops, retries, and a pause do. I used LangChain in a proof of concept. I have not used LangGraph in production.",16000,1,audio/Q178_jordanian_synthetic_poor_call.wav
102,178,What is the difference between LangChain and LangGraph?,Why langgraph and not langchain,jordanian_synthetic,jordanian,offline synthetic approximation; not an authentic human national accent,combined,"langchain toolkit, langgraph state graph, loops and human pause, checkpoints, poc langchain, not langgraph in production","LangChain is the toolkit: models, prompts, retrievers, tools. LangGraph is a state graph on top: nodes, edges, checkpoints, and a human interrupt. A straight retrieve-then-generate path does not need it. Loops, retries, and a pause do. I used LangChain in a proof of concept. I have not used LangGraph in production.",16000,1,audio/Q178_jordanian_synthetic_combined.wav
103,178,What is the difference between LangChain and LangGraph?,What is the difference between langchain and langgraph,kuwaiti_synthetic,kuwaiti,offline synthetic approximation; not an authentic human national accent,clean,"langchain toolkit, langgraph state graph, loops and human pause, checkpoints, poc langchain, not langgraph in production","LangChain is the toolkit: models, prompts, retrievers, tools. LangGraph is a state graph on top: nodes, edges, checkpoints, and a human interrupt. A straight retrieve-then-generate path does not need it. Loops, retries, and a pause do. I used LangChain in a proof of concept. I have not used LangGraph in production.",16000,1,audio/Q178_kuwaiti_synthetic_clean.wav
104,178,What is the difference between LangChain and LangGraph?,What is the difference between langchain and langgraph,kuwaiti_synthetic,kuwaiti,offline synthetic approximation; not an authentic human national accent,fast,"langchain toolkit, langgraph state graph, loops and human pause, checkpoints, poc langchain, not langgraph in production","LangChain is the toolkit: models, prompts, retrievers, tools. LangGraph is a state graph on top: nodes, edges, checkpoints, and a human interrupt. A straight retrieve-then-generate path does not need it. Loops, retries, and a pause do. I used LangChain in a proof of concept. I have not used LangGraph in production.",16000,1,audio/Q178_kuwaiti_synthetic_fast.wav
105,178,What is the difference between LangChain and LangGraph?,What is the difference between langchain and langgraph,kuwaiti_synthetic,kuwaiti,offline synthetic approximation; not an authentic human national accent,office_noise,"langchain toolkit, langgraph state graph, loops and human pause, checkpoints, poc langchain, not langgraph in production","LangChain is the toolkit: models, prompts, retrievers, tools. LangGraph is a state graph on top: nodes, edges, checkpoints, and a human interrupt. A straight retrieve-then-generate path does not need it. Loops, retries, and a pause do. I used LangChain in a proof of concept. I have not used LangGraph in production.",16000,1,audio/Q178_kuwaiti_synthetic_office_noise.wav
106,178,What is the difference between LangChain and LangGraph?,What is the difference between langchain and langgraph,kuwaiti_synthetic,kuwaiti,offline synthetic approximation; not an authentic human national accent,far,"langchain toolkit, langgraph state graph, loops and human pause, checkpoints, poc langchain, not langgraph in production","LangChain is the toolkit: models, prompts, retrievers, tools. LangGraph is a state graph on top: nodes, edges, checkpoints, and a human interrupt. A straight retrieve-then-generate path does not need it. Loops, retries, and a pause do. I used LangChain in a proof of concept. I have not used LangGraph in production.",16000,1,audio/Q178_kuwaiti_synthetic_far.wav
107,178,What is the difference between LangChain and LangGraph?,What is the difference between langchain and langgraph,kuwaiti_synthetic,kuwaiti,offline synthetic approximation; not an authentic human national accent,poor_call,"langchain toolkit, langgraph state graph, loops and human pause, checkpoints, poc langchain, not langgraph in production","LangChain is the toolkit: models, prompts, retrievers, tools. LangGraph is a state graph on top: nodes, edges, checkpoints, and a human interrupt. A straight retrieve-then-generate path does not need it. Loops, retries, and a pause do. I used LangChain in a proof of concept. I have not used LangGraph in production.",16000,1,audio/Q178_kuwaiti_synthetic_poor_call.wav
108,178,What is the difference between LangChain and LangGraph?,What is the difference between langchain and langgraph,kuwaiti_synthetic,kuwaiti,offline synthetic approximation; not an authentic human national accent,combined,"langchain toolkit, langgraph state graph, loops and human pause, checkpoints, poc langchain, not langgraph in production","LangChain is the toolkit: models, prompts, retrievers, tools. LangGraph is a state graph on top: nodes, edges, checkpoints, and a human interrupt. A straight retrieve-then-generate path does not need it. Loops, retries, and a pause do. I used LangChain in a proof of concept. I have not used LangGraph in production.",16000,1,audio/Q178_kuwaiti_synthetic_combined.wav
109,212,What are guardrails?,What are guardrails?,indian_synthetic,indian,offline synthetic approximation; not an authentic human national accent,clean,"checks around the model, before and after, injection and pii, schema and faithfulness, human for actions, model is untrusted","Guardrails are the checks around the model, before and after it. Before: validate input, catch injection, strip personal data, limit scope. After: force the output shape, check claims against the source, block unsupported answers, require a human for actions. We do not trust the model to be right by itself.",16000,1,audio/Q212_indian_synthetic_clean.wav
110,212,What are guardrails?,What are guardrails?,indian_synthetic,indian,offline synthetic approximation; not an authentic human national accent,fast,"checks around the model, before and after, injection and pii, schema and faithfulness, human for actions, model is untrusted","Guardrails are the checks around the model, before and after it. Before: validate input, catch injection, strip personal data, limit scope. After: force the output shape, check claims against the source, block unsupported answers, require a human for actions. We do not trust the model to be right by itself.",16000,1,audio/Q212_indian_synthetic_fast.wav
111,212,What are guardrails?,What are guardrails?,indian_synthetic,indian,offline synthetic approximation; not an authentic human national accent,office_noise,"checks around the model, before and after, injection and pii, schema and faithfulness, human for actions, model is untrusted","Guardrails are the checks around the model, before and after it. Before: validate input, catch injection, strip personal data, limit scope. After: force the output shape, check claims against the source, block unsupported answers, require a human for actions. We do not trust the model to be right by itself.",16000,1,audio/Q212_indian_synthetic_office_noise.wav
112,212,What are guardrails?,What are guardrails?,indian_synthetic,indian,offline synthetic approximation; not an authentic human national accent,far,"checks around the model, before and after, injection and pii, schema and faithfulness, human for actions, model is untrusted","Guardrails are the checks around the model, before and after it. Before: validate input, catch injection, strip personal data, limit scope. After: force the output shape, check claims against the source, block unsupported answers, require a human for actions. We do not trust the model to be right by itself.",16000,1,audio/Q212_indian_synthetic_far.wav
113,212,What are guardrails?,What are guardrails?,indian_synthetic,indian,offline synthetic approximation; not an authentic human national accent,poor_call,"checks around the model, before and after, injection and pii, schema and faithfulness, human for actions, model is untrusted","Guardrails are the checks around the model, before and after it. Before: validate input, catch injection, strip personal data, limit scope. After: force the output shape, check claims against the source, block unsupported answers, require a human for actions. We do not trust the model to be right by itself.",16000,1,audio/Q212_indian_synthetic_poor_call.wav
114,212,What are guardrails?,What are guardrails?,indian_synthetic,indian,offline synthetic approximation; not an authentic human national accent,combined,"checks around the model, before and after, injection and pii, schema and faithfulness, human for actions, model is untrusted","Guardrails are the checks around the model, before and after it. Before: validate input, catch injection, strip personal data, limit scope. After: force the output shape, check claims against the source, block unsupported answers, require a human for actions. We do not trust the model to be right by itself.",16000,1,audio/Q212_indian_synthetic_combined.wav
115,212,What are guardrails?,What are guardrails,jordanian_synthetic,jordanian,offline synthetic approximation; not an authentic human national accent,clean,"checks around the model, before and after, injection and pii, schema and faithfulness, human for actions, model is untrusted","Guardrails are the checks around the model, before and after it. Before: validate input, catch injection, strip personal data, limit scope. After: force the output shape, check claims against the source, block unsupported answers, require a human for actions. We do not trust the model to be right by itself.",16000,1,audio/Q212_jordanian_synthetic_clean.wav
116,212,What are guardrails?,What are guardrails,jordanian_synthetic,jordanian,offline synthetic approximation; not an authentic human national accent,fast,"checks around the model, before and after, injection and pii, schema and faithfulness, human for actions, model is untrusted","Guardrails are the checks around the model, before and after it. Before: validate input, catch injection, strip personal data, limit scope. After: force the output shape, check claims against the source, block unsupported answers, require a human for actions. We do not trust the model to be right by itself.",16000,1,audio/Q212_jordanian_synthetic_fast.wav
117,212,What are guardrails?,What are guardrails,jordanian_synthetic,jordanian,offline synthetic approximation; not an authentic human national accent,office_noise,"checks around the model, before and after, injection and pii, schema and faithfulness, human for actions, model is untrusted","Guardrails are the checks around the model, before and after it. Before: validate input, catch injection, strip personal data, limit scope. After: force the output shape, check claims against the source, block unsupported answers, require a human for actions. We do not trust the model to be right by itself.",16000,1,audio/Q212_jordanian_synthetic_office_noise.wav
118,212,What are guardrails?,What are guardrails,jordanian_synthetic,jordanian,offline synthetic approximation; not an authentic human national accent,far,"checks around the model, before and after, injection and pii, schema and faithfulness, human for actions, model is untrusted","Guardrails are the checks around the model, before and after it. Before: validate input, catch injection, strip personal data, limit scope. After: force the output shape, check claims against the source, block unsupported answers, require a human for actions. We do not trust the model to be right by itself.",16000,1,audio/Q212_jordanian_synthetic_far.wav
119,212,What are guardrails?,What are guardrails,jordanian_synthetic,jordanian,offline synthetic approximation; not an authentic human national accent,poor_call,"checks around the model, before and after, injection and pii, schema and faithfulness, human for actions, model is untrusted","Guardrails are the checks around the model, before and after it. Before: validate input, catch injection, strip personal data, limit scope. After: force the output shape, check claims against the source, block unsupported answers, require a human for actions. We do not trust the model to be right by itself.",16000,1,audio/Q212_jordanian_synthetic_poor_call.wav
120,212,What are guardrails?,What are guardrails,jordanian_synthetic,jordanian,offline synthetic approximation; not an authentic human national accent,combined,"checks around the model, before and after, injection and pii, schema and faithfulness, human for actions, model is untrusted","Guardrails are the checks around the model, before and after it. Before: validate input, catch injection, strip personal data, limit scope. After: force the output shape, check claims against the source, block unsupported answers, require a human for actions. We do not trust the model to be right by itself.",16000,1,audio/Q212_jordanian_synthetic_combined.wav
121,212,What are guardrails?,What are llm guardrails,kuwaiti_synthetic,kuwaiti,offline synthetic approximation; not an authentic human national accent,clean,"checks around the model, before and after, injection and pii, schema and faithfulness, human for actions, model is untrusted","Guardrails are the checks around the model, before and after it. Before: validate input, catch injection, strip personal data, limit scope. After: force the output shape, check claims against the source, block unsupported answers, require a human for actions. We do not trust the model to be right by itself.",16000,1,audio/Q212_kuwaiti_synthetic_clean.wav
122,212,What are guardrails?,What are llm guardrails,kuwaiti_synthetic,kuwaiti,offline synthetic approximation; not an authentic human national accent,fast,"checks around the model, before and after, injection and pii, schema and faithfulness, human for actions, model is untrusted","Guardrails are the checks around the model, before and after it. Before: validate input, catch injection, strip personal data, limit scope. After: force the output shape, check claims against the source, block unsupported answers, require a human for actions. We do not trust the model to be right by itself.",16000,1,audio/Q212_kuwaiti_synthetic_fast.wav
123,212,What are guardrails?,What are llm guardrails,kuwaiti_synthetic,kuwaiti,offline synthetic approximation; not an authentic human national accent,office_noise,"checks around the model, before and after, injection and pii, schema and faithfulness, human for actions, model is untrusted","Guardrails are the checks around the model, before and after it. Before: validate input, catch injection, strip personal data, limit scope. After: force the output shape, check claims against the source, block unsupported answers, require a human for actions. We do not trust the model to be right by itself.",16000,1,audio/Q212_kuwaiti_synthetic_office_noise.wav
124,212,What are guardrails?,What are llm guardrails,kuwaiti_synthetic,kuwaiti,offline synthetic approximation; not an authentic human national accent,far,"checks around the model, before and after, injection and pii, schema and faithfulness, human for actions, model is untrusted","Guardrails are the checks around the model, before and after it. Before: validate input, catch injection, strip personal data, limit scope. After: force the output shape, check claims against the source, block unsupported answers, require a human for actions. We do not trust the model to be right by itself.",16000,1,audio/Q212_kuwaiti_synthetic_far.wav
